State/District/Pincode,Year,Quarter,Registered_Users
mumbai suburban,2018,4,1578487
thane,2018,4,1473811
nashik,2018,4,698343
nagpur,2018,4,627317
mumbai,2018,4,543353
aurangabad,2018,4,534477
ahmednagar,2018,4,439246
solapur,2018,4,419060
palghar,2018,4,414825
421302,2018,4,130390
410501,2018,4,113676
421201,2018,4,106288
411014,2018,4,106132
411057,2018,4,103325
410206,2018,4,102393
411033,2018,4,102306
431003,2018,4,93461
411028,2018,4,88343
400072,2018,4,87905
pune,2019,1,3038402
mumbai suburban,2019,1,1901210
thane,2019,1,1834051
nashik,2019,1,853648
nagpur,2019,1,765612
mumbai,2019,1,670094
aurangabad,2019,1,644687
ahmednagar,2019,1,532651
palghar,2019,1,521918
raigad,2019,1,509108
421302,2019,1,164019
410501,2019,1,137359
421201,2019,1,133341
410206,2019,1,129314
411014,2019,1,126623
411033,2019,1,123678
411057,2019,1,120482
431003,2019,1,110778
400072,2019,1,105695
411028,2019,1,105603
pune,2019,2,3514081
mumbai suburban,2019,2,2151657
thane,2019,2,2118406
nashik,2019,2,995687
nagpur,2019,2,887042
mumbai,2019,2,785480
aurangabad,2019,2,736863
ahmednagar,2019,2,614812
palghar,2019,2,608184
raigad,2019,2,594675
421302,2019,2,190214
410501,2019,2,156028
421201,2019,2,153146
410206,2019,2,151268
411014,2019,2,143887
411033,2019,2,141507
411057,2019,2,134886
431003,2019,2,124330
411046,2019,2,122222
411028,2019,2,120199
pune,2019,3,4004991
mumbai suburban,2019,3,2407754
thane,2019,3,2396815
nashik,2019,3,1155897
nagpur,2019,3,1015333
mumbai,2019,3,889541
aurangabad,2019,3,841802
ahmednagar,2019,3,705492
palghar,2019,3,691229
raigad,2019,3,679155
421302,2019,3,217009
410501,2019,3,175465
410206,2019,3,172371
421201,2019,3,171833
411014,2019,3,160987
411033,2019,3,159530
411057,2019,3,149071
411046,2019,3,140288
431003,2019,3,139768
411028,2019,3,134946
pune,2019,4,4416899
thane,2019,4,2638051
mumbai suburban,2019,4,2630360
nashik,2019,4,1304611
nagpur,2019,4,1134480
mumbai,2019,4,973018
aurangabad,2019,4,947081
ahmednagar,2019,4,805271
palghar,2019,4,767925
raigad,2019,4,754910
421302,2019,4,243170
410501,2019,4,194467
410206,2019,4,190844
421201,2019,4,186756
411014,2019,4,174293
411033,2019,4,173559
411057,2019,4,159468
411046,2019,4,154739
431003,2019,4,154167
411028,2019,4,146715
pune,2020,1,4802397
thane,2020,1,2878073
mumbai suburban,2020,1,2843378
nashik,2020,1,1448324
nagpur,2020,1,1251510
mumbai,2020,1,1054509
aurangabad,2020,1,1046306
ahmednagar,2020,1,905962
palghar,2020,1,848560
raigad,2020,1,830643
421302,2020,1,270275
410501,2020,1,212525
410206,2020,1,208988
421201,2020,1,201500
411014,2020,1,186363
411033,2020,1,186165
411046,2020,1,168527
411057,2020,1,168309
431003,2020,1,166778
411028,2020,1,157439
pune,2020,2,5144688
thane,2020,2,3135101
mumbai suburban,2020,2,3060916
nashik,2020,2,1602650
nagpur,2020,2,1377642
aurangabad,2020,2,1142730
mumbai,2020,2,1141566
ahmednagar,2020,2,1014520
palghar,2020,2,947121
solapur,2020,2,918756
421302,2020,2,298762
410206,2020,2,228984
410501,2020,2,227567
421201,2020,2,219871
411033,2020,2,196984
411014,2020,2,195723
411046,2020,2,180438
431003,2020,2,179082
411057,2020,2,174526
421301,2020,2,171283
pune,2020,3,5546002
thane,2020,3,3401853
mumbai suburban,2020,3,3304696
nashik,2020,3,1752191
nagpur,2020,3,1502777
aurangabad,2020,3,1244879
mumbai,2020,3,1234355
ahmednagar,2020,3,1123648
palghar,2020,3,1034468
solapur,2020,3,1012518
421302,2020,3,328833
410206,2020,3,249631
410501,2020,3,246816
421201,2020,3,237605
411033,2020,3,210139
411014,2020,3,207577
411046,2020,3,194368
431003,2020,3,192623
421301,2020,3,186022
411057,2020,3,183054
pune,2020,4,6033615
thane,2020,4,3727358
mumbai suburban,2020,4,3609970
nashik,2020,4,1907318
nagpur,2020,4,1637270
aurangabad,2020,4,1355656
mumbai,2020,4,1347356
ahmednagar,2020,4,1237321
palghar,2020,4,1136061
solapur,2020,4,1113260
421302,2020,4,365506
410206,2020,4,275019
410501,2020,4,272167
421201,2020,4,259489
411033,2020,4,226460
411014,2020,4,223378
411046,2020,4,211381
431003,2020,4,207632
421301,2020,4,203721
400612,2020,4,198677
pune,2021,1,6481971
thane,2021,1,4014464
mumbai suburban,2021,1,3886500
nashik,2021,1,2049293
nagpur,2021,1,1761562
aurangabad,2021,1,1456891
mumbai,2021,1,1450548
ahmednagar,2021,1,1333477
palghar,2021,1,1225423
solapur,2021,1,1199130
421302,2021,1,396179
410206,2021,1,296340
410501,2021,1,294563
421201,2021,1,278568
411033,2021,1,242613
411014,2021,1,239079
411046,2021,1,227047
431003,2021,1,222366
421301,2021,1,219310
400612,2021,1,215326
pune,2021,2,6915820
thane,2021,2,4290066
mumbai suburban,2021,2,4151227
nashik,2021,2,2191882
nagpur,2021,2,1883447
aurangabad,2021,2,1557693
mumbai,2021,2,1549784
ahmednagar,2021,2,1429562
palghar,2021,2,1312388
solapur,2021,2,1283601
421302,2021,2,424376
410206,2021,2,316643
410501,2021,2,314922
421201,2021,2,297460
411033,2021,2,258524
411014,2021,2,254412
411046,2021,2,241933
431003,2021,2,236990
421301,2021,2,234225
400612,2021,2,230486
pune,2021,3,7398336
thane,2021,3,4597394
mumbai suburban,2021,3,4444495
nashik,2021,3,2352259
nagpur,2021,3,2020264
aurangabad,2021,3,1671665
mumbai,2021,3,1659663
ahmednagar,2021,3,1539300
palghar,2021,3,1410321
solapur,2021,3,1380100
421302,2021,3,456284
410206,2021,3,339230
410501,2021,3,338109
421201,2021,3,318461
411033,2021,3,276031
411014,2021,3,271372
411046,2021,3,258494
431003,2021,3,253190
421301,2021,3,250903
400612,2021,3,247336
pune,2021,4,7880431
thane,2021,4,4906492
mumbai suburban,2021,4,4740546
nashik,2021,4,2510393
nagpur,2021,4,2157149
aurangabad,2021,4,1786190
mumbai,2021,4,1770325
ahmednagar,2021,4,1646991
palghar,2021,4,1508500
solapur,2021,4,1475291
421302,2021,4,488443
410501,2021,4,361651
410206,2021,4,361639
421201,2021,4,339622
411033,2021,4,293493
411014,2021,4,288386
411046,2021,4,275050
431003,2021,4,269570
421301,2021,4,267613
400612,2021,4,264454
pune,2022,1,8331582
thane,2022,1,5196050
mumbai suburban,2022,1,5017556
nashik,2022,1,2661739
nagpur,2022,1,2286011
aurangabad,2022,1,1894797
mumbai,2022,1,1873643
ahmednagar,2022,1,1749682
palghar,2022,1,1601518
solapur,2022,1,1565902
421302,2022,1,518716
410501,2022,1,383878
410206,2022,1,382909
421201,2022,1,359195
411033,2022,1,309834
411014,2022,1,304204
411046,2022,1,290395
431003,2022,1,285232
421301,2022,1,283274
400612,2022,1,280349
pune,2022,2,8757249
thane,2022,2,5471749
mumbai suburban,2022,2,5281053
nashik,2022,2,2803471
nagpur,2022,2,2407812
aurangabad,2022,2,1996927
mumbai,2022,2,1972178
ahmednagar,2022,2,1844168
palghar,2022,2,1689875
solapur,2022,2,1649511
421302,2022,2,547501
410501,2022,2,405030
410206,2022,2,402926
421201,2022,2,377989
411033,2022,2,325347
411014,2022,2,319102
411046,2022,2,304859
431003,2022,2,299893
421301,2022,2,298201
400612,2022,2,295518
pune,2022,3,9194074
thane,2022,3,5757165
mumbai suburban,2022,3,5555095
nashik,2022,3,2948824
nagpur,2022,3,2532986
aurangabad,2022,3,2101234
mumbai,2022,3,2074701
ahmednagar,2022,3,1940071
palghar,2022,3,1781265
solapur,2022,3,1733556
421302,2022,3,577754
410501,2022,3,426978
410206,2022,3,423682
421201,2022,3,397304
411033,2022,3,341226
411014,2022,3,334370
411046,2022,3,319916
431003,2022,3,315106
421301,2022,3,313660
400612,2022,3,311391
pune,2022,4,9622338
thane,2022,4,6042267
mumbai suburban,2022,4,5831539
nashik,2022,4,3086721
nagpur,2022,4,2655029
aurangabad,2022,4,2201353
mumbai,2022,4,2178155
ahmednagar,2022,4,2027819
palghar,2022,4,1870957
solapur,2022,4,1811044
421302,2022,4,608005
410501,2022,4,448917
410206,2022,4,443926
421201,2022,4,416996
411033,2022,4,357121
411014,2022,4,349702
411046,2022,4,335006
431003,2022,4,330549
421301,2022,4,329184
400612,2022,4,327401
pune,2023,1,10037022
thane,2023,1,6314618
mumbai suburban,2023,1,6095695
nashik,2023,1,3223873
nagpur,2023,1,2775157
aurangabad,2023,1,2300283
mumbai,2023,1,2276888
ahmednagar,2023,1,2119506
palghar,2023,1,1957628
solapur,2023,1,1892509
421302,2023,1,636458
410501,2023,1,469695
410206,2023,1,463523
421201,2023,1,435681
411033,2023,1,372363
411014,2023,1,364299
411046,2023,1,349377
431003,2023,1,345051
421301,2023,1,343824
400612,2023,1,342471
pune,2023,2,10396344
thane,2023,2,6552282
mumbai suburban,2023,2,6322778
nashik,2023,2,3350410
nagpur,2023,2,2882255
aurangabad,2023,2,2390854
mumbai,2023,2,2361852
ahmednagar,2023,2,2208055
palghar,2023,2,2037722
solapur,2023,2,1970077
421302,2023,2,662196
410501,2023,2,488059
410206,2023,2,480675
421201,2023,2,451655
411033,2023,2,384994
411014,2023,2,376210
411046,2023,2,361178
431003,2023,2,357173
421301,2023,2,356662
400612,2023,2,356058
pune,2023,3,10780092
thane,2023,3,6802106
mumbai suburban,2023,3,6560867
nashik,2023,3,3481028
nagpur,2023,3,2995471
aurangabad,2023,3,2485041
mumbai,2023,3,2450770
ahmednagar,2023,3,2297997
palghar,2023,3,2118552
solapur,2023,3,2050042
421302,2023,3,688520
410501,2023,3,507190
410206,2023,3,499001
421201,2023,3,468655
411033,2023,3,398622
411014,2023,3,389628
411046,2023,3,374188
431003,2023,3,370416
400612,2023,3,370074
421301,2023,3,370025
pune,2023,4,11135186
thane,2023,4,7044610
mumbai suburban,2023,4,6796218
nashik,2023,4,3606029
nagpur,2023,4,3102070
aurangabad,2023,4,2575931
mumbai,2023,4,2537871
ahmednagar,2023,4,2381246
palghar,2023,4,2198589
solapur,2023,4,2124162
421302,2023,4,714635
410501,2023,4,525446
410206,2023,4,516527
421201,2023,4,484995
411033,2023,4,411374
411014,2023,4,401712
411046,2023,4,386363
400612,2023,4,383749
431003,2023,4,383292
421301,2023,4,382867
pune,2024,1,11546171
thane,2024,1,7314981
mumbai suburban,2024,1,7055629
nashik,2024,1,3747440
nagpur,2024,1,3225345
aurangabad,2024,1,2679421
mumbai,2024,1,2634732
ahmednagar,2024,1,2477859
palghar,2024,1,2286819
solapur,2024,1,2209975
421302,2024,1,743686
410501,2024,1,546470
410206,2024,1,536197
421201,2024,1,503220
411033,2024,1,426008
411014,2024,1,416137
411046,2024,1,400085
400612,2024,1,398960
431003,2024,1,397653
421301,2024,1,397244
pune,2024,2,11964579
thane,2024,2,7591749
mumbai suburban,2024,2,7325715
nashik,2024,2,3889850
nagpur,2024,2,3346275
aurangabad,2024,2,2783002
mumbai,2024,2,2734724
ahmednagar,2024,2,2571674
palghar,2024,2,2375656
solapur,2024,2,2293916
421302,2024,2,772632
410501,2024,2,567438
410206,2024,2,556561
421201,2024,2,522124
411033,2024,2,441387
411014,2024,2,430681
411046,2024,2,414640
400612,2024,2,414238
431003,2024,2,412608
401208,2024,2,412414
pune,2024,3,12392676
thane,2024,3,7103828
mumbai suburban,2024,3,6688601
nashik,2024,3,3867938
nagpur,2024,3,3331958
chhatrapati sambhaji nagar,2024,3,2709328
mumbai,2024,3,2496314
ahmednagar,2024,3,2494005
palghar,2024,3,2277990
solapur,2024,3,2194106
421302,2024,3,844933
410501,2024,3,663976
410206,2024,3,566967
411033,2024,3,505976
411057,2024,3,501733
401208,2024,3,449430
411014,2024,3,436169
400612,2024,3,405823
401209,2024,3,369412
411041,2024,3,355795
pune,2024,4,12734314
thane,2024,4,7300941
mumbai suburban,2024,4,6875379
nashik,2024,4,3991070
nagpur,2024,4,3435039
chhatrapati sambhaji nagar,2024,4,2797934
ahmednagar,2024,4,2578315
mumbai,2024,4,2564652
palghar,2024,4,2341896
solapur,2024,4,2271533
421302,2024,4,871910
410501,2024,4,683451
410206,2024,4,582722
411033,2024,4,517502
411057,2024,4,517377
401208,2024,4,461440
411014,2024,4,450724
400612,2024,4,417373
401209,2024,4,378785
411041,2024,4,364919
imphal west,2018,1,11304
imphal east,2018,1,6759
thoubal,2018,1,2764
bishnupur,2018,1,2371
churachandpur,2018,1,1524
kangpokpi,2018,1,1439
kakching,2018,1,915
ukhrul,2018,1,602
tamenglong,2018,1,550
jiribam,2018,1,460
795004,2018,1,5825
795001,2018,1,2063
795138,2018,1,1608
795008,2018,1,1230
795133,2018,1,1211
795002,2018,1,1189
795130,2018,1,1034
795149,2018,1,1034
795009,2018,1,970
795010,2018,1,948
imphal west,2018,2,16541
imphal east,2018,2,10390
thoubal,2018,2,4771
bishnupur,2018,2,3751
churachandpur,2018,2,2362
kangpokpi,2018,2,2183
kakching,2018,2,1571
ukhrul,2018,2,905
tamenglong,2018,2,824
jiribam,2018,2,732
795004,2018,2,8370
795001,2018,2,3001
795138,2018,2,2602
795133,2018,2,1893
795130,2018,2,1795
795149,2018,2,1775
795008,2018,2,1773
795002,2018,2,1728
795148,2018,2,1539
795103,2018,2,1516
imphal west,2018,3,21696
imphal east,2018,3,13541
thoubal,2018,3,6112
bishnupur,2018,3,5106
churachandpur,2018,3,3420
kangpokpi,2018,3,3073
kakching,2018,3,2326
ukhrul,2018,3,1346
tamenglong,2018,3,1268
jiribam,2018,3,1086
795004,2018,3,10911
795001,2018,3,4101
795138,2018,3,3219
795133,2018,3,2534
795002,2018,3,2316
795008,2018,3,2279
795103,2018,3,2219
795130,2018,3,2128
795149,2018,3,2114
795148,2018,3,2056
imphal west,2018,4,28383
imphal east,2018,4,17777
thoubal,2018,4,8027
bishnupur,2018,4,7049
churachandpur,2018,4,4951
kangpokpi,2018,4,4249
kakching,2018,4,3153
ukhrul,2018,4,1842
tamenglong,2018,4,1712
jiribam,2018,4,1393
795004,2018,4,14342
795001,2018,4,5526
795138,2018,4,4221
795133,2018,4,3508
795002,2018,4,3077
795103,2018,4,2985
795008,2018,4,2877
795148,2018,4,2734
795149,2018,4,2679
795010,2018,4,2549
imphal west,2019,1,33668
imphal east,2019,1,21136
thoubal,2019,1,9529
bishnupur,2019,1,8537
churachandpur,2019,1,6138
kangpokpi,2019,1,5212
kakching,2019,1,3850
ukhrul,2019,1,2368
tamenglong,2019,1,2148
jiribam,2019,1,1759
795004,2019,1,16916
795001,2019,1,6562
795138,2019,1,4947
795133,2019,1,4247
795002,2019,1,3738
795103,2019,1,3612
795008,2019,1,3437
795148,2019,1,3259
795149,2019,1,3182
795010,2019,1,3025
imphal west,2019,2,39303
imphal east,2019,2,24652
thoubal,2019,2,10915
bishnupur,2019,2,10014
churachandpur,2019,2,7662
kangpokpi,2019,2,6407
kakching,2019,2,4599
ukhrul,2019,2,2981
tamenglong,2019,2,2628
chandel,2019,2,2175
795004,2019,2,19706
795001,2019,2,7662
795138,2019,2,5616
795133,2019,2,4966
795002,2019,2,4424
795103,2019,2,4265
795008,2019,2,3990
795148,2019,2,3777
795149,2019,2,3589
795010,2019,2,3558
imphal west,2019,3,45268
imphal east,2019,3,28331
thoubal,2019,3,12427
bishnupur,2019,3,11647
churachandpur,2019,3,9071
kangpokpi,2019,3,7621
kakching,2019,3,5355
ukhrul,2019,3,3488
tamenglong,2019,3,3085
chandel,2019,3,2581
795004,2019,3,22710
795001,2019,3,8963
795138,2019,3,6388
795133,2019,3,5752
795002,2019,3,5070
795103,2019,3,5001
795008,2019,3,4684
795148,2019,3,4254
795010,2019,3,4102
795149,2019,3,3974
imphal west,2019,4,51063
imphal east,2019,4,31935
thoubal,2019,4,14194
bishnupur,2019,4,13387
churachandpur,2019,4,10431
kangpokpi,2019,4,8850
kakching,2019,4,6126
ukhrul,2019,4,4091
tamenglong,2019,4,3651
chandel,2019,4,3029
795004,2019,4,25471
795001,2019,4,10002
795138,2019,4,7206
795133,2019,4,6672
795103,2019,4,5745
795002,2019,4,5696
795008,2019,4,5365
795148,2019,4,4925
795010,2019,4,4709
795149,2019,4,4512
imphal west,2020,1,57485
imphal east,2020,1,36105
thoubal,2020,1,16244
bishnupur,2020,1,15333
churachandpur,2020,1,12420
kangpokpi,2020,1,10241
kakching,2020,1,7075
ukhrul,2020,1,4892
tamenglong,2020,1,4169
chandel,2020,1,3471
795004,2020,1,28400
795001,2020,1,11267
795138,2020,1,8206
795133,2020,1,7649
795103,2020,1,6635
795002,2020,1,6376
795008,2020,1,6066
795148,2020,1,5614
795010,2020,1,5397
795149,2020,1,5197
imphal west,2020,2,67897
imphal east,2020,2,43144
thoubal,2020,2,20186
bishnupur,2020,2,19027
churachandpur,2020,2,15469
kangpokpi,2020,2,12965
kakching,2020,2,9028
ukhrul,2020,2,6223
tamenglong,2020,2,5158
chandel,2020,2,4278
795004,2020,2,32442
795001,2020,2,13115
795138,2020,2,10076
795133,2020,2,9675
795103,2020,2,8426
795002,2020,2,7522
795008,2020,2,7283
795148,2020,2,6862
795149,2020,2,6744
795010,2020,2,6572
imphal west,2020,3,79723
imphal east,2020,3,51383
thoubal,2020,3,24183
bishnupur,2020,3,22965
churachandpur,2020,3,19501
kangpokpi,2020,3,15966
kakching,2020,3,10752
ukhrul,2020,3,7657
tamenglong,2020,3,6475
chandel,2020,3,5252
795004,2020,3,37728
795001,2020,3,15470
795138,2020,3,12056
795133,2020,3,11530
795103,2020,3,10017
795002,2020,3,8812
795008,2020,3,8766
795148,2020,3,8207
795149,2020,3,8206
795010,2020,3,8105
imphal west,2020,4,88777
imphal east,2020,4,57282
thoubal,2020,4,26858
bishnupur,2020,4,25629
churachandpur,2020,4,21960
kangpokpi,2020,4,17814
kakching,2020,4,11913
ukhrul,2020,4,8651
tamenglong,2020,4,7322
chandel,2020,4,5987
795004,2020,4,41917
795001,2020,4,17273
795138,2020,4,13264
795133,2020,4,12893
795103,2020,4,11106
795008,2020,4,9845
795002,2020,4,9803
795148,2020,4,9237
795149,2020,4,9058
795010,2020,4,9055
imphal west,2021,1,96101
imphal east,2021,1,62004
thoubal,2021,1,29072
bishnupur,2021,1,27615
churachandpur,2021,1,23827
kangpokpi,2021,1,19239
kakching,2021,1,12888
ukhrul,2021,1,9372
tamenglong,2021,1,7960
chandel,2021,1,6467
795004,2021,1,45367
795001,2021,1,18706
795138,2021,1,14339
795133,2021,1,13896
795103,2021,1,12018
795008,2021,1,10659
795002,2021,1,10577
795148,2021,1,10038
795010,2021,1,9835
795149,2021,1,9752
imphal west,2021,2,102833
imphal east,2021,2,66388
thoubal,2021,2,31139
bishnupur,2021,2,29671
churachandpur,2021,2,25573
kangpokpi,2021,2,20703
kakching,2021,2,13816
ukhrul,2021,2,10142
tamenglong,2021,2,8580
chandel,2021,2,6980
795004,2021,2,48527
795001,2021,2,19987
795138,2021,2,15383
795133,2021,2,14912
795103,2021,2,12882
795008,2021,2,11401
795002,2021,2,11348
795148,2021,2,10740
795010,2021,2,10542
795149,2021,2,10473
imphal west,2021,3,110506
imphal east,2021,3,71436
thoubal,2021,3,33478
bishnupur,2021,3,31996
churachandpur,2021,3,27600
kangpokpi,2021,3,22416
kakching,2021,3,14924
ukhrul,2021,3,11045
tamenglong,2021,3,9326
chandel,2021,3,7597
795004,2021,3,52013
795001,2021,3,21440
795138,2021,3,16512
795133,2021,3,16112
795103,2021,3,13914
795008,2021,3,12242
795002,2021,3,12236
795148,2021,3,11534
795010,2021,3,11378
795149,2021,3,11323
imphal west,2021,4,118056
imphal east,2021,4,76421
thoubal,2021,4,35832
bishnupur,2021,4,34316
churachandpur,2021,4,29651
kangpokpi,2021,4,24082
kakching,2021,4,15985
ukhrul,2021,4,11949
tamenglong,2021,4,10063
chandel,2021,4,8184
795004,2021,4,55504
795001,2021,4,22870
795138,2021,4,17655
795133,2021,4,17290
795103,2021,4,14898
795002,2021,4,13103
795008,2021,4,13084
795148,2021,4,12351
795010,2021,4,12210
795149,2021,4,12180
imphal west,2022,1,125131
imphal east,2022,1,81134
thoubal,2022,1,38088
bishnupur,2022,1,36514
churachandpur,2022,1,31533
kangpokpi,2022,1,25589
kakching,2022,1,17014
ukhrul,2022,1,12728
tamenglong,2022,1,10719
chandel,2022,1,8724
795004,2022,1,58698
795001,2022,1,24200
795138,2022,1,18698
795133,2022,1,18416
795103,2022,1,15858
795002,2022,1,13936
795008,2022,1,13884
795148,2022,1,13156
795010,2022,1,12970
795149,2022,1,12932
imphal west,2022,2,131901
imphal east,2022,2,85559
thoubal,2022,2,40196
bishnupur,2022,2,38512
churachandpur,2022,2,33293
kangpokpi,2022,2,27002
kakching,2022,2,18011
ukhrul,2022,2,13435
tamenglong,2022,2,11310
chandel,2022,2,9201
795004,2022,2,61814
795001,2022,2,25501
795138,2022,2,19715
795133,2022,2,19429
795103,2022,2,16787
795002,2022,2,14709
795008,2022,2,14659
795148,2022,2,13885
795010,2022,2,13673
795149,2022,2,13652
imphal west,2022,3,138892
imphal east,2022,3,90100
thoubal,2022,3,42321
bishnupur,2022,3,40486
churachandpur,2022,3,35081
kangpokpi,2022,3,28377
kakching,2022,3,18979
ukhrul,2022,3,14002
tamenglong,2022,3,11830
chandel,2022,3,9647
795004,2022,3,65086
795001,2022,3,26851
795138,2022,3,20753
795133,2022,3,20419
795103,2022,3,17684
795002,2022,3,15491
795008,2022,3,15410
795148,2022,3,14636
795149,2022,3,14379
795010,2022,3,14377
imphal west,2022,4,145422
imphal east,2022,4,94344
thoubal,2022,4,44264
bishnupur,2022,4,42189
churachandpur,2022,4,36722
kangpokpi,2022,4,29563
kakching,2022,4,19797
ukhrul,2022,4,14415
tamenglong,2022,4,12297
chandel,2022,4,9973
795004,2022,4,68237
795001,2022,4,28149
795138,2022,4,21736
795133,2022,4,21231
795103,2022,4,18448
795002,2022,4,16213
795008,2022,4,16111
795148,2022,4,15321
795149,2022,4,15025
795010,2022,4,15009
imphal west,2023,1,151777
imphal east,2023,1,98499
thoubal,2023,1,46248
bishnupur,2023,1,44031
churachandpur,2023,1,38361
kangpokpi,2023,1,30917
kakching,2023,1,20700
ukhrul,2023,1,15024
tamenglong,2023,1,12843
chandel,2023,1,10406
795004,2023,1,71219
795001,2023,1,29381
795138,2023,1,22719
795133,2023,1,22153
795103,2023,1,19287
795002,2023,1,16940
795008,2023,1,16826
795148,2023,1,16007
795149,2023,1,15692
795010,2023,1,15662
imphal west,2023,2,157911
imphal east,2023,2,102530
thoubal,2023,2,48169
bishnupur,2023,2,46010
churachandpur,2023,2,40043
kangpokpi,2023,2,32306
kakching,2023,2,21613
ukhrul,2023,2,15758
tamenglong,2023,2,13463
chandel,2023,2,10941
795004,2023,2,73902
795001,2023,2,30512
795138,2023,2,23606
795133,2023,2,23177
795103,2023,2,20138
795002,2023,2,17664
795008,2023,2,17497
795148,2023,2,16688
795010,2023,2,16376
795149,2023,2,16351
imphal west,2023,3,164350
imphal east,2023,3,106699
thoubal,2023,3,50179
bishnupur,2023,3,47895
